date,units,tavg,preciptotal,rolling_mean,rolling_min,rolling_max,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12,lag_13,lag_14,lag_15,lag_16,lag_17,lag_18,lag_19,lag_20,lag_21,lag_22,lag_23,lag_24,lag_25,lag_26,lag_27,lag_28,lag_29,lag_30,is_weekend,holiday,day_of_week_1,day_of_week_2,day_of_week_3,day_of_week_4,day_of_week_5,day_of_week_6,day_of_week_7,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,day_of_month_1,day_of_month_2,day_of_month_3,day_of_month_4,day_of_month_5,day_of_month_6,day_of_month_7,day_of_month_8,day_of_month_9,day_of_month_10,day_of_month_11,day_of_month_12,day_of_month_13,day_of_month_14,day_of_month_15,day_of_month_16,day_of_month_17,day_of_month_18,day_of_month_19,day_of_month_20,day_of_month_21,day_of_month_22,day_of_month_23,day_of_month_24,day_of_month_25,day_of_month_26,day_of_month_27,day_of_month_28,day_of_month_29,day_of_month_30,day_of_month_31
2013-01-01,897,34.72222222222222,0.018947368421052633,717.0,525.0,1083.0,648.0,665.0,704.0,663.0,551.0,525.0,863.0,767.0,783.0,598.0,618.0,617.0,590.0,750.0,761.0,764.0,599.0,566.0,666.0,642.0,906.0,901.0,822.0,696.0,682.0,896.0,560.0,752.0,883.0,1083.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-02,731,32.72222222222222,0.008684210526315789,711.0,525.0,906.0,897.0,648.0,665.0,704.0,663.0,551.0,525.0,863.0,767.0,783.0,598.0,618.0,617.0,590.0,750.0,761.0,764.0,599.0,566.0,666.0,642.0,906.0,901.0,822.0,696.0,682.0,896.0,560.0,752.0,883.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-03,890,31.11111111111111,0.019210526315789477,706.0,525.0,906.0,731.0,897.0,648.0,665.0,704.0,663.0,551.0,525.0,863.0,767.0,783.0,598.0,618.0,617.0,590.0,750.0,761.0,764.0,599.0,566.0,666.0,642.0,906.0,901.0,822.0,696.0,682.0,896.0,560.0,752.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-04,677,35.44444444444444,0.024210526315789477,711.0,525.0,906.0,890.0,731.0,897.0,648.0,665.0,704.0,663.0,551.0,525.0,863.0,767.0,783.0,598.0,618.0,617.0,590.0,750.0,761.0,764.0,599.0,566.0,666.0,642.0,906.0,901.0,822.0,696.0,682.0,896.0,560.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-05,1076,37.94444444444444,0.005789473684210526,715.0,525.0,906.0,677.0,890.0,731.0,897.0,648.0,665.0,704.0,663.0,551.0,525.0,863.0,767.0,783.0,598.0,618.0,617.0,590.0,750.0,761.0,764.0,599.0,566.0,666.0,642.0,906.0,901.0,822.0,696.0,682.0,896.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-06,952,39.0,0.10315789473684209,721.0,525.0,1076.0,1076.0,677.0,890.0,731.0,897.0,648.0,665.0,704.0,663.0,551.0,525.0,863.0,767.0,783.0,598.0,618.0,617.0,590.0,750.0,761.0,764.0,599.0,566.0,666.0,642.0,906.0,901.0,822.0,696.0,682.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-07,661,37.833333333333336,0.0007894736842105263,730.0,525.0,1076.0,952.0,1076.0,677.0,890.0,731.0,897.0,648.0,665.0,704.0,663.0,551.0,525.0,863.0,767.0,783.0,598.0,618.0,617.0,590.0,750.0,761.0,764.0,599.0,566.0,666.0,642.0,906.0,901.0,822.0,696.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-08,619,43.55555555555556,0.21921052631578944,728.0,525.0,1076.0,661.0,952.0,1076.0,677.0,890.0,731.0,897.0,648.0,665.0,704.0,663.0,551.0,525.0,863.0,767.0,783.0,598.0,618.0,617.0,590.0,750.0,761.0,764.0,599.0,566.0,666.0,642.0,906.0,901.0,822.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-09,654,47.05555555555556,0.39388888888888884,722.0,525.0,1076.0,619.0,661.0,952.0,1076.0,677.0,890.0,731.0,897.0,648.0,665.0,704.0,663.0,551.0,525.0,863.0,767.0,783.0,598.0,618.0,617.0,590.0,750.0,761.0,764.0,599.0,566.0,666.0,642.0,906.0,901.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-10,877,49.666666666666664,0.08026315789473686,713.0,525.0,1076.0,654.0,619.0,661.0,952.0,1076.0,677.0,890.0,731.0,897.0,648.0,665.0,704.0,663.0,551.0,525.0,863.0,767.0,783.0,598.0,618.0,617.0,590.0,750.0,761.0,764.0,599.0,566.0,666.0,642.0,906.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-11,691,50.44444444444444,0.04342105263157895,712.0,525.0,1076.0,877.0,654.0,619.0,661.0,952.0,1076.0,677.0,890.0,731.0,897.0,648.0,665.0,704.0,663.0,551.0,525.0,863.0,767.0,783.0,598.0,618.0,617.0,590.0,750.0,761.0,764.0,599.0,566.0,666.0,642.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-12,946,46.388888888888886,0.07684210526315789,714.0,525.0,1076.0,691.0,877.0,654.0,619.0,661.0,952.0,1076.0,677.0,890.0,731.0,897.0,648.0,665.0,704.0,663.0,551.0,525.0,863.0,767.0,783.0,598.0,618.0,617.0,590.0,750.0,761.0,764.0,599.0,566.0,666.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-13,749,38.166666666666664,0.009473684210526315,723.0,525.0,1076.0,946.0,691.0,877.0,654.0,619.0,661.0,952.0,1076.0,677.0,890.0,731.0,897.0,648.0,665.0,704.0,663.0,551.0,525.0,863.0,767.0,783.0,598.0,618.0,617.0,590.0,750.0,761.0,764.0,599.0,566.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-14,695,39.27777777777778,0.0015789473684210528,730.0,525.0,1076.0,749.0,946.0,691.0,877.0,654.0,619.0,661.0,952.0,1076.0,677.0,890.0,731.0,897.0,648.0,665.0,704.0,663.0,551.0,525.0,863.0,767.0,783.0,598.0,618.0,617.0,590.0,750.0,761.0,764.0,599.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-15,638,36.77777777777778,0.01263157894736842,733.0,525.0,1076.0,695.0,749.0,946.0,691.0,877.0,654.0,619.0,661.0,952.0,1076.0,677.0,890.0,731.0,897.0,648.0,665.0,704.0,663.0,551.0,525.0,863.0,767.0,783.0,598.0,618.0,617.0,590.0,750.0,761.0,764.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-16,554,39.666666666666664,0.06736842105263158,729.0,525.0,1076.0,638.0,695.0,749.0,946.0,691.0,877.0,654.0,619.0,661.0,952.0,1076.0,677.0,890.0,731.0,897.0,648.0,665.0,704.0,663.0,551.0,525.0,863.0,767.0,783.0,598.0,618.0,617.0,590.0,750.0,761.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-17,508,41.333333333333336,0.028157894736842107,722.0,525.0,1076.0,554.0,638.0,695.0,749.0,946.0,691.0,877.0,654.0,619.0,661.0,952.0,1076.0,677.0,890.0,731.0,897.0,648.0,665.0,704.0,663.0,551.0,525.0,863.0,767.0,783.0,598.0,618.0,617.0,590.0,750.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-18,662,38.333333333333336,0.0005263157894736842,714.0,508.0,1076.0,508.0,554.0,638.0,695.0,749.0,946.0,691.0,877.0,654.0,619.0,661.0,952.0,1076.0,677.0,890.0,731.0,897.0,648.0,665.0,704.0,663.0,551.0,525.0,863.0,767.0,783.0,598.0,618.0,617.0,590.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-19,772,44.833333333333336,0.0005263157894736842,716.0,508.0,1076.0,662.0,508.0,554.0,638.0,695.0,749.0,946.0,691.0,877.0,654.0,619.0,661.0,952.0,1076.0,677.0,890.0,731.0,897.0,648.0,665.0,704.0,663.0,551.0,525.0,863.0,767.0,783.0,598.0,618.0,617.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-20,771,44.77777777777778,0.0005263157894736842,721.0,508.0,1076.0,772.0,662.0,508.0,554.0,638.0,695.0,749.0,946.0,691.0,877.0,654.0,619.0,661.0,952.0,1076.0,677.0,890.0,731.0,897.0,648.0,665.0,704.0,663.0,551.0,525.0,863.0,767.0,783.0,598.0,618.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2013-01-21,693,36.27777777777778,0.005263157894736842,726.0,508.0,1076.0,771.0,772.0,662.0,508.0,554.0,638.0,695.0,749.0,946.0,691.0,877.0,654.0,619.0,661.0,952.0,1076.0,677.0,890.0,731.0,897.0,648.0,665.0,704.0,663.0,551.0,525.0,863.0,767.0,783.0,598.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2013-01-22,521,35.333333333333336,0.0015789473684210528,729.0,508.0,1076.0,693.0,771.0,772.0,662.0,508.0,554.0,638.0,695.0,749.0,946.0,691.0,877.0,654.0,619.0,661.0,952.0,1076.0,677.0,890.0,731.0,897.0,648.0,665.0,704.0,663.0,551.0,525.0,863.0,767.0,783.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2013-01-23,510,37.833333333333336,0.0010526315789473684,721.0,508.0,1076.0,521.0,693.0,771.0,772.0,662.0,508.0,554.0,638.0,695.0,749.0,946.0,691.0,877.0,654.0,619.0,661.0,952.0,1076.0,677.0,890.0,731.0,897.0,648.0,665.0,704.0,663.0,551.0,525.0,863.0,767.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2013-01-24,590,38.666666666666664,0.0002631578947368421,712.0,508.0,1076.0,510.0,521.0,693.0,771.0,772.0,662.0,508.0,554.0,638.0,695.0,749.0,946.0,691.0,877.0,654.0,619.0,661.0,952.0,1076.0,677.0,890.0,731.0,897.0,648.0,665.0,704.0,663.0,551.0,525.0,863.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2013-01-25,615,40.0,0.005526315789473684,703.0,508.0,1076.0,590.0,510.0,521.0,693.0,771.0,772.0,662.0,508.0,554.0,638.0,695.0,749.0,946.0,691.0,877.0,654.0,619.0,661.0,952.0,1076.0,677.0,890.0,731.0,897.0,648.0,665.0,704.0,663.0,551.0,525.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-01-26,769,39.05555555555556,0.003684210526315789,706.0,508.0,1076.0,615.0,590.0,510.0,521.0,693.0,771.0,772.0,662.0,508.0,554.0,638.0,695.0,749.0,946.0,691.0,877.0,654.0,619.0,661.0,952.0,1076.0,677.0,890.0,731.0,897.0,648.0,665.0,704.0,663.0,551.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-01-27,730,47.166666666666664,0.02657894736842106,713.0,508.0,1076.0,769.0,615.0,590.0,510.0,521.0,693.0,771.0,772.0,662.0,508.0,554.0,638.0,695.0,749.0,946.0,691.0,877.0,654.0,619.0,661.0,952.0,1076.0,677.0,890.0,731.0,897.0,648.0,665.0,704.0,663.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-01-28,598,52.94444444444444,0.045263157894736845,716.0,508.0,1076.0,730.0,769.0,615.0,590.0,510.0,521.0,693.0,771.0,772.0,662.0,508.0,554.0,638.0,695.0,749.0,946.0,691.0,877.0,654.0,619.0,661.0,952.0,1076.0,677.0,890.0,731.0,897.0,648.0,665.0,704.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-01-29,494,51.22222222222222,0.3013157894736842,712.0,508.0,1076.0,598.0,730.0,769.0,615.0,590.0,510.0,521.0,693.0,771.0,772.0,662.0,508.0,554.0,638.0,695.0,749.0,946.0,691.0,877.0,654.0,619.0,661.0,952.0,1076.0,677.0,890.0,731.0,897.0,648.0,665.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013-01-30,468,44.333333333333336,0.06289473684210527,706.0,494.0,1076.0,494.0,598.0,730.0,769.0,615.0,590.0,510.0,521.0,693.0,771.0,772.0,662.0,508.0,554.0,638.0,695.0,749.0,946.0,691.0,877.0,654.0,619.0,661.0,952.0,1076.0,677.0,890.0,731.0,897.0,648.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013-01-31,475,41.27777777777778,0.11157894736842104,700.0,468.0,1076.0,468.0,494.0,598.0,730.0,769.0,615.0,590.0,510.0,521.0,693.0,771.0,772.0,662.0,508.0,554.0,638.0,695.0,749.0,946.0,691.0,877.0,654.0,619.0,661.0,952.0,1076.0,677.0,890.0,731.0,897.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013-02-01,1104,35.111111111111114,0.002105263157894737,686.0,468.0,1076.0,475.0,468.0,494.0,598.0,730.0,769.0,615.0,590.0,510.0,521.0,693.0,771.0,772.0,662.0,508.0,554.0,638.0,695.0,749.0,946.0,691.0,877.0,654.0,619.0,661.0,952.0,1076.0,677.0,890.0,731.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-02,1044,39.166666666666664,0.004736842105263157,699.0,468.0,1104.0,1104.0,475.0,468.0,494.0,598.0,730.0,769.0,615.0,590.0,510.0,521.0,693.0,771.0,772.0,662.0,508.0,554.0,638.0,695.0,749.0,946.0,691.0,877.0,654.0,619.0,661.0,952.0,1076.0,677.0,890.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-03,1007,40.22222222222222,0.0031578947368421048,704.0,468.0,1104.0,1044.0,1104.0,475.0,468.0,494.0,598.0,730.0,769.0,615.0,590.0,510.0,521.0,693.0,771.0,772.0,662.0,508.0,554.0,638.0,695.0,749.0,946.0,691.0,877.0,654.0,619.0,661.0,952.0,1076.0,677.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-04,665,43.888888888888886,0.009210526315789473,715.0,468.0,1104.0,1007.0,1044.0,1104.0,475.0,468.0,494.0,598.0,730.0,769.0,615.0,590.0,510.0,521.0,693.0,771.0,772.0,662.0,508.0,554.0,638.0,695.0,749.0,946.0,691.0,877.0,654.0,619.0,661.0,952.0,1076.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-05,935,43.94444444444444,0.008421052631578949,701.0,468.0,1104.0,665.0,1007.0,1044.0,1104.0,475.0,468.0,494.0,598.0,730.0,769.0,615.0,590.0,510.0,521.0,693.0,771.0,772.0,662.0,508.0,554.0,638.0,695.0,749.0,946.0,691.0,877.0,654.0,619.0,661.0,952.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-06,604,47.22222222222222,0.05842105263157894,700.0,468.0,1104.0,935.0,665.0,1007.0,1044.0,1104.0,475.0,468.0,494.0,598.0,730.0,769.0,615.0,590.0,510.0,521.0,693.0,771.0,772.0,662.0,508.0,554.0,638.0,695.0,749.0,946.0,691.0,877.0,654.0,619.0,661.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-07,614,49.0,0.04447368421052632,699.0,468.0,1104.0,604.0,935.0,665.0,1007.0,1044.0,1104.0,475.0,468.0,494.0,598.0,730.0,769.0,615.0,590.0,510.0,521.0,693.0,771.0,772.0,662.0,508.0,554.0,638.0,695.0,749.0,946.0,691.0,877.0,654.0,619.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-08,653,41.833333333333336,0.12526315789473683,698.0,468.0,1104.0,614.0,604.0,935.0,665.0,1007.0,1044.0,1104.0,475.0,468.0,494.0,598.0,730.0,769.0,615.0,590.0,510.0,521.0,693.0,771.0,772.0,662.0,508.0,554.0,638.0,695.0,749.0,946.0,691.0,877.0,654.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-09,747,39.55555555555556,0.12657894736842104,698.0,468.0,1104.0,653.0,614.0,604.0,935.0,665.0,1007.0,1044.0,1104.0,475.0,468.0,494.0,598.0,730.0,769.0,615.0,590.0,510.0,521.0,693.0,771.0,772.0,662.0,508.0,554.0,638.0,695.0,749.0,946.0,691.0,877.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-10,1078,44.888888888888886,0.15868421052631576,694.0,468.0,1104.0,747.0,653.0,614.0,604.0,935.0,665.0,1007.0,1044.0,1104.0,475.0,468.0,494.0,598.0,730.0,769.0,615.0,590.0,510.0,521.0,693.0,771.0,772.0,662.0,508.0,554.0,638.0,695.0,749.0,946.0,691.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-11,750,43.22222222222222,0.07921052631578944,707.0,468.0,1104.0,1078.0,747.0,653.0,614.0,604.0,935.0,665.0,1007.0,1044.0,1104.0,475.0,468.0,494.0,598.0,730.0,769.0,615.0,590.0,510.0,521.0,693.0,771.0,772.0,662.0,508.0,554.0,638.0,695.0,749.0,946.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-12,655,44.833333333333336,0.12157894736842105,700.0,468.0,1104.0,750.0,1078.0,747.0,653.0,614.0,604.0,935.0,665.0,1007.0,1044.0,1104.0,475.0,468.0,494.0,598.0,730.0,769.0,615.0,590.0,510.0,521.0,693.0,771.0,772.0,662.0,508.0,554.0,638.0,695.0,749.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-13,535,44.888888888888886,0.03631578947368421,697.0,468.0,1104.0,655.0,750.0,1078.0,747.0,653.0,614.0,604.0,935.0,665.0,1007.0,1044.0,1104.0,475.0,468.0,494.0,598.0,730.0,769.0,615.0,590.0,510.0,521.0,693.0,771.0,772.0,662.0,508.0,554.0,638.0,695.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-14,511,43.666666666666664,0.02342105263157895,692.0,468.0,1104.0,535.0,655.0,750.0,1078.0,747.0,653.0,614.0,604.0,935.0,665.0,1007.0,1044.0,1104.0,475.0,468.0,494.0,598.0,730.0,769.0,615.0,590.0,510.0,521.0,693.0,771.0,772.0,662.0,508.0,554.0,638.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-15,606,39.111111111111114,0.0023684210526315787,688.0,468.0,1104.0,511.0,535.0,655.0,750.0,1078.0,747.0,653.0,614.0,604.0,935.0,665.0,1007.0,1044.0,1104.0,475.0,468.0,494.0,598.0,730.0,769.0,615.0,590.0,510.0,521.0,693.0,771.0,772.0,662.0,508.0,554.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-16,692,37.77777777777778,0.01105263157894737,689.0,468.0,1104.0,606.0,511.0,535.0,655.0,750.0,1078.0,747.0,653.0,614.0,604.0,935.0,665.0,1007.0,1044.0,1104.0,475.0,468.0,494.0,598.0,730.0,769.0,615.0,590.0,510.0,521.0,693.0,771.0,772.0,662.0,508.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-17,812,39.72222222222222,0.007894736842105265,696.0,468.0,1104.0,692.0,606.0,511.0,535.0,655.0,750.0,1078.0,747.0,653.0,614.0,604.0,935.0,665.0,1007.0,1044.0,1104.0,475.0,468.0,494.0,598.0,730.0,769.0,615.0,590.0,510.0,521.0,693.0,771.0,772.0,662.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-18,564,42.72222222222222,0.021578947368421055,701.0,468.0,1104.0,812.0,692.0,606.0,511.0,535.0,655.0,750.0,1078.0,747.0,653.0,614.0,604.0,935.0,665.0,1007.0,1044.0,1104.0,475.0,468.0,494.0,598.0,730.0,769.0,615.0,590.0,510.0,521.0,693.0,771.0,772.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-19,518,41.166666666666664,0.058947368421052616,694.0,468.0,1104.0,564.0,812.0,692.0,606.0,511.0,535.0,655.0,750.0,1078.0,747.0,653.0,614.0,604.0,935.0,665.0,1007.0,1044.0,1104.0,475.0,468.0,494.0,598.0,730.0,769.0,615.0,590.0,510.0,521.0,693.0,771.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
